,,,https://www.bigdipper.com.ar,,,info@bigdipper.com.ar,,,,,,,,
"Lista de precios a la fecha: 25/11/2025 -- Precios unitarios expresados en dólares estadounidenses, sin IVA",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
TELEFONIA IP,,TELEFONOS,,,,,,,,,,,,
Código,Imagen Ref.,Descripción,Marca,Partner,Gremio,PMP,IVA %,Stk G. Rodriguez,Stk Ituzaingó,Stk Beccar,Stk Lanús,Stk Mendoza,Stk Almagro,Total
X303-2 WIRE,,2 Wire IP Phone,FANVIL,"48,00","63,00","69,00",21,19,0,0,0,0,0,19
CA400,,AiO Wireless Conference,FANVIL,"292,00","350,00","455,00",21,294,0,0,0,0,1,295
A320I-WHITE,,Android Console IP Phone ,FANVIL,"614,00","802,00","890,00",21,4,0,0,0,0,0,4
X305,,Big button IP phone,FANVIL,"149,00","180,00","195,00",21,34,0,0,0,0,7,41
V62G,,Business IP Phone,FANVIL,"65,00","82,00","94,00",21,551,0,0,0,0,5,556
P520,,Central IP-PBX 20 Users,YEASTAR,"0,00","0,00","0,00",21,0,0,0,0,0,0,0
W610H,,Cordless Multi-cellSystem,FANVIL,"89,00","115,00","129,00",21,33,0,0,0,0,0,33
X6U,,Enterprise IP Phone 3 LCD,FANVIL,"176,00","218,00","235,00",21,177,4,0,0,0,5,186
Y501W,,Healthcare Intercom,FANVIL,"94,00","122,00","137,00",21,100,0,0,0,0,0,100
H4 White,,Hotel IP Phone,FANVIL,"52,00","67,00","75,00",21,300,0,0,0,0,0,300
H1,,Hotel Phone,FANVIL,"47,00","56,00","62,00",21,50,0,0,0,0,0,50
H603W,,Hotel Wi-Fi Phone,FANVIL,"183,00","238,00","265,00",21,20,0,0,0,0,0,20
V62W,,IP Phone LCD WiFi,FANVIL,"66,40","86,00","96,00",21,154,0,0,0,0,1,155
A320-i-Nurse,,Nursing Console Phone,FANVIL,"680,00","885,00","985,00",21,20,0,0,0,0,0,20
W610W,,Portable Wi-Fi Phone,FANVIL,"77,00","99,00","115,00",21,216,0,0,0,0,5,221
W611W,,Portable Wi-Fi Phone Link,FANVIL,"176,98","230,00","264,00",21,86,13,0,0,0,8,107
V62 Pro,,Prime Business IP Phone,FANVIL,"35,00","45,50","52,00",21,1652,0,0,0,0,5,1657
V66 Pro,,Prime Business IP Phone,FANVIL,"95,00","124,00","138,00",21,415,0,0,0,0,4,419
DS-KP9301-HE1,,SIP Console Phone,HIKVISION,"389,00","627,00","784,00",21,3,0,0,0,0,0,3
Y501W-Y,,SIP Healthcare Intercom,FANVIL,"107,00","139,00","159,00",21,196,0,0,0,0,0,196
DS-KP8000-WHE1,,SIP Phone,HIKVISION,"95,00","152,00","191,00",21,3,0,0,0,0,0,3
DS-KP8200-HE1,,SIP Phone,HIKVISION,"179,00","288,00","360,00",21,3,0,0,0,0,0,3
V62G-WHITE,,Te IP Color LCD Gbit PoE ,FANVIL,"47,60","62,20","69,00",21,0,0,0,0,0,0,0
X210,,"Tel IP 106 teclas DSS, 20",FANVIL,"276,00","325,00","373,00",21,35,8,0,0,0,0,43
V61G,,Tel IP LCD Color Gbit PoE,FANVIL,"41,90","54,50","62,00",21,1018,0,0,0,0,12,1030
V65,,Teléfono Comercial IP,FANVIL,"224,86","292,00","336,00",21,64,2,0,0,0,2,68
X7A,,Telefono IP Android LCD 7,FANVIL,"312,00","385,00","415,00",21,145,6,0,0,0,1,152
X3SP-LITE,,Telefono IP basico 2 SIP,FANVIL,"45,81","59,00","68,00",21,1,0,0,0,0,2,3
H3-WHITE,,Telefono IP BLANCO,FANVIL,"83,28","108,00","124,00",21,1,0,0,0,0,0,1
X303P-F,,Telefono IP c/falla,FANVIL,"23,00","26,00","29,50",21,215,8,0,0,0,0,223
A32I,,Teléfono IP con pantalla ,FANVIL,"830,75","996,90","1096,59",21,20,0,0,0,0,0,20
CY-T300,,Teléfono IP de oficina,CYGNUS,"73,55","91,14","101,65",21,1,0,3,0,0,0,4
H2U-NEGRO,,Telefono IP de Pared,FANVIL,"32,00","42,00","47,00",21,1,24,0,0,0,5,30
H2U-BLANCO,,Telefono IP de pared SIP,FANVIL,"32,00","42,00","47,00",21,795,0,0,0,0,2,797
CY-T600,,Teléfono IP display tácti,CYGNUS,"158,69","202,70","235,46",21,4,10,0,0,0,0,14
X4U,,Telefono IP dual LCD - 12,FANVIL,"95,00","113,00","120,93",21,146,15,2,0,0,2,165
X5U,,Telefono IP Empresarial 2,FANVIL,"129,09","167,00","193,00",21,44,5,0,0,0,6,55
V61W,,Telefono IP LCD,FANVIL,"58,60","77,00","85,00",21,170,0,0,2,0,9,181
V60P,,Telefono IP LCD,FANVIL,"35,30","45,40","52,00",21,2572,0,0,0,0,2,2574
X7C,,Telefono IP LCD 20 SIP,FANVIL,"179,00","199,00","220,00",21,64,5,0,0,0,2,71
X3SP,,Telefono IP LCD color 2.4,FANVIL,"55,00","65,00","80,00",21,379,30,0,0,0,14,423
X4G,,Telefono IP LCD POE ,FANVIL,"91,61","119,00","136,00",21,264,10,0,0,0,7,281
X303P,,Telefono IP Pantalla LCD,FANVIL,"35,00","45,00","55,00",21,4,0,0,0,0,0,4
V64,,Teléfono IP Wifi - Gb PoE,FANVIL,"156,16","203,00","233,00",21,73,1,0,0,0,4,78
X3SW,,Telefono IP WIFI - LCD,FANVIL,"74,00","87,00","94,00",21,1,0,0,0,0,0,1
H5W-WHITE,,Telefono IP WIFI BLANCO,FANVIL,"122,00","159,00","183,00",21,39,10,0,0,0,1,50
H3W-WHITE,,Telefono IP WIFI BLANCO,FANVIL,"102,00","132,00","152,00",21,23,10,0,0,0,3,36
V60W,,Telefono IP WiFi LCD,FANVIL,"43,30","56,00","63,00",21,478,0,0,0,0,19,497
V67,,"VideoTelefono SIP 7"" ",FANVIL,"423,00","500,00","545,00",21,61,2,0,0,0,3,66
H4W,,Wi-Fi Hotel Phone,FANVIL,"0,00","0,00","0,00",21,2,0,0,0,0,0,2
H6W White,,Wi-Fi IP Phone,FANVIL,"88,00","115,00","129,00",21,190,0,0,0,0,10,200
CA200,,Wireless Screen Sharing S,FANVIL,"0,00","0,00","0,00",21,3,0,0,0,0,0,3
,,,,,,,,,,,,,,
TELEFONIA IP,,ACCESORIOS,,,,,,,,,,,,
Código,Imagen Ref.,Descripción,Marca,Partner,Gremio,PMP,IVA %,Stk G. Rodriguez,Stk Ituzaingó,Stk Beccar,Stk Lanús,Stk Mendoza,Stk Almagro,Total
PN1,,2-Wire Converter,FANVIL,"89,00","115,00","129,00",21,47,0,0,0,0,2,49
PN8,,2-Wire PoE Switch,FANVIL,"118,00","152,00","170,00","10,5",1,0,0,0,0,1,2
PN24,,2-Wire PoE Switch 24Ports,FANVIL,"215,00","277,00","310,00",21,2,0,0,0,0,0,2
CM60,,Cámara USB 1080P para X7A,FANVIL,"68,00","81,00","84,00",21,212,2,0,5,0,5,224
CS40,,Conferencing Speakerphone,FANVIL,"91,00","118,00","132,00",21,0,0,0,0,0,0,0
CMD-01,,Corridor Display,FANVIL,"235,00","305,00","345,00",21,20,0,0,0,0,0,20
CL-01,,Corridor Light Fanvil,FANVIL,"12,50","16,30","18,20",21,23,0,0,0,0,0,23
KT10,,Emergency Wireless Button,FANVIL,"10,20","13,40","15,50",21,49,0,0,0,0,0,49
