,,,https://www.bigdipper.com.ar,,,info@bigdipper.com.ar,,,,,,,,
"Lista de precios a la fecha: 25/11/2025 -- Precios unitarios expresados en dólares estadounidenses, sin IVA",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
DOMOTICA,,MODULOS,,,,,,,,,,,,
Código,Imagen Ref.,Descripción,Marca,Partner,Gremio,PMP,IVA %,Stk G. Rodriguez,Stk Ituzaingó,Stk Beccar,Stk Lanús,Stk Mendoza,Stk Almagro,Total
MIR-SO100,,Boton de Panico ZigBee,AKUBELA,"0,00","0,00","0,00",21,5,0,0,0,0,0,5
PT-12A-2-WZS,,Driver LED 12W CCT ZigBee,AKUBELA,"0,00","0,00","0,00",21,50,0,0,0,0,0,50
KS41-POE-EU,,HyPanel Lite PoE,AKUBELA,"0,00","0,00","0,00",21,30,0,0,0,0,0,30
KS41-R2-EU,,HyPanel Lite Relay,AKUBELA,"0,00","0,00","0,00",21,30,0,0,0,0,0,30
PS52V2-POE-US,,"HyPanel Plus 4""  PoE",AKUBELA,"0,00","0,00","0,00",21,20,0,0,0,0,0,20
QS-Zigbee-S05-LN,,Modulo 1 Switch ZigBee,AKUBELA,"0,00","0,00","0,00",21,0,0,0,0,0,0,0
ZBMD-C1-R2,,Modulo 2 Switch ZigBee,AKUBELA,"0,00","0,00","0,00",21,25,0,0,0,0,0,25
SM-1C,,Modulo Switch Cortina,AKUBELA,"0,00","0,00","0,00",21,25,0,0,0,0,0,25
SM-6S,,Panel 6 Botones ZigBee,AKUBELA,"0,00","0,00","0,00",21,15,0,0,0,0,0,15
MSA201-Z,,Radar Presencia ZigBee,AKUBELA,"0,00","0,00","0,00",21,25,0,0,0,0,0,25
QS-ZIGBEE-505-LN,,Relay 1Ch ZigBee,AKUBELA,"0,00","0,00","0,00",21,25,0,0,0,0,0,25
MIR-MC100,,Sensor Apertura ZigBee,AKUBELA,"0,00","0,00","0,00",21,97,0,0,0,0,0,97
MIR-GA100,,Sensor de Gas ZigBee,AKUBELA,"0,00","0,00","0,00",21,5,0,0,0,0,0,5
MIR-WA100-TY,,Sensor de Liquido,AKUBELA,"0,00","0,00","0,00",21,10,0,0,0,0,0,10
MIR-SM100,,Sensor Humo ZigBee,AKUBELA,"0,00","0,00","0,00",21,25,0,0,0,0,0,25
MIR-IR100,,Sensor PIR ZigBee,AKUBELA,"0,00","0,00","0,00",21,50,0,0,0,0,0,50
MIR-TE100,,Sensor TermoHigrometro,AKUBELA,"0,00","0,00","0,00",21,15,0,0,0,0,0,15
TYSH-Z2523,,Switch Touch 1 R Black,AKUBELA,"0,00","0,00","0,00",21,15,0,0,0,0,0,15
TYSH-Z2513,,Switch Touch 1 R White,AKUBELA,"0,00","0,00","0,00",21,15,0,0,0,0,0,15
