,,,https://www.bigdipper.com.ar,,,info@bigdipper.com.ar,,,,,,,,
"Lista de precios a la fecha: 25/11/2025 -- Precios unitarios expresados en dólares estadounidenses, sin IVA",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
SOFTWARE,,ZKTECO,,,,,,,,,,,,
Código,Imagen Ref.,Descripción,Marca,Partner,Gremio,PMP,IVA %,Stk G. Rodriguez,Stk Ituzaingó,Stk Beccar,Stk Lanús,Stk Mendoza,Stk Almagro,Total
ZKBioCV-VIS-P1-5K,,1 Registro 5000 Visitas,ZKTECO,"991,26","1333,50","1782,90",21,0,0,0,0,0,0,0
ZKBioCV-VIS-P10-2W,,10Registros 20000 Visitas,ZKTECO,"6660,83","9030,00","12177,90",21,0,0,0,0,0,0,0
ZKBioCV-PARK-P2,,2 Parking LPR/TBM,ZKTECO,"1360,49","1770,30","2301,60",21,0,0,0,0,0,0,0
ZKBioCV-VIS-P3-1W,,3 Registros 10000 Visitas,ZKTECO,"1993,00","2730,00","3777,90",21,0,0,0,0,0,0,0
ZKBioCV-VIS-P3-2W,,3 Registros 20000 Visitas,ZKTECO,"3545,45","4830,00","6507,90",21,0,0,0,0,0,0,0
ZKBioCV-PARK-P4,,4 Parking LPR/TBM,ZKTECO,"1905,94","2480,10","3224,55",21,0,0,0,0,0,0,0
ZKBioCV-VIS-P5-1W,,5 Registros 10000 Visitas,ZKTECO,"3723,77","5040,00","6717,90",21,0,0,0,0,0,0,0
ZKBioCV-VIS-P5-2W,,5 Registros 20000 Visitas,ZKTECO,"6241,25","8431,50","11337,90",21,0,0,0,0,0,0,0
ZKBioCV-AC-P100,,AC 100 Puertas,ZKTECO,"2832,16","3832,50","5247,90",21,0,0,0,0,0,0,0
ZKBioCV-AC-P75,,AC 25 Puertas,ZKTECO,"2150,35","2908,50","3987,90",21,0,0,0,0,0,0,0
ZKBioCV-AC-P25,,AC 25 Puertas,ZKTECO,"597,38","807,71","1069,22",21,0,0,0,0,0,0,0
ZKBioCV-AC-ADDON-P5,,AC 5 Puertas Adicionales,ZKTECO,"169,00","215,00","259,00",21,0,0,0,0,0,0,0
ZKBioCV-AC-P50,,AC 50 Puertas,ZKTECO,"1410,84","1905,75","2517,90",21,0,0,0,0,0,0,0
ZKBioCV-AC-ADDON-S1,,AC Puerta Adicional,ZKTECO,"45,00","57,00","69,00",21,0,0,0,0,0,0,0
ZKBT-Dev-P10,,BioTime 10 Equipos,ZKTECO,"291,20","378,56","435,34",21,1,0,0,1,0,0,2
ZKBT-DEV-P100,,BioTime 100 Equipos,ZKTECO,"2038,40","2649,92","3047,41",21,0,0,0,0,0,0,0
ZKBT-Dev-P20,,BioTime 20 Equipos,ZKTECO,"582,40","757,12","870,69",21,0,0,0,0,0,0,0
ZKBT-DEV-P200,,BioTime 200 Equipos,ZKTECO,"3494,40","4542,72","5224,13",21,0,0,0,0,0,0,0
ZKBT-Dev-P50,,BioTime 50 Equipos,ZKTECO,"1164,80","1514,24","1741,38",21,0,0,0,0,0,0,0
ZKBT-DEV-P500,,BioTime 500 Equipos,ZKTECO,"8736,00","11356,80","13060,32",21,0,0,0,0,0,0,0
ZKBTC-Enterprise,,BioTime Cloud Enterprise,ZKTECO,"762,94","991,83","1140,60",21,0,0,0,0,0,0,0
ZKBTC-Lite,,BioTime Cloud Lite,ZKTECO,"85,90","111,68","128,43",21,0,0,0,0,0,1,1
ZKBTC-Premium,,BioTime Cloud Premium,ZKTECO,"1156,06","1502,88","1728,32",21,0,0,0,0,0,0,0
ZKBTC-Professional,,BioTime Cloud Profesional,ZKTECO,"264,99","344,49","396,16",21,0,0,0,0,0,0,0
ZKBTC-Standard,,BioTime Cloud Standard,ZKTECO,"149,97","194,96","224,20",21,0,0,0,0,0,0,0
ZKBioCVA-TA-P10,,CVAccess 10 Asistencia,ZKTECO,"303,72","394,84","454,06",21,0,0,0,0,0,0,0
ZKBioCVA-AC-P20,,CVAccess 20 Puertas,ZKTECO,"128,10","166,52","191,50",21,0,0,0,0,0,1,1
ZKBioCVA-AC-P25,,CvAccess 25 Puertas,ZKTECO,"227,14","295,28","339,57",21,0,0,0,0,0,0,0
ZKBioCVA-TA-P25,,CVAccess 25 puntos TA,ZKTECO,"653,74","849,87","977,35",21,0,0,0,0,0,0,0
ZKBioCV-AC-P10,,CVSecurity 10 Puertas,ZKTECO,"283,22","383,25","522,90",21,0,0,0,0,0,0,0
ZKBioCV-AC-P150,,CVSecurity 150 Puertas,ZKTECO,"5498,18","7154,78","8228,00",21,0,0,0,0,0,0,0
ZKBioCV-PARK-P6,,CVSecurity 6 Parking,ZKTECO,"3970,91","5167,34","5942,44",21,0,0,0,0,0,0,0
ZKBT-AoD-100,,Lic 100 equipos BioTime,ZKTECO,"3494,40","4542,72","5224,13",21,0,0,0,0,0,0,0
ZKBioCV-ZL-P1,,Lic Cerradura Serie ZL,ZKTECO,"10,19","13,25","15,24",21,0,0,0,0,0,0,0
ZKBioCV-AC-MP,,Lic Punto de encuentro,ZKTECO,"653,74","849,87","977,35",21,0,0,0,0,0,0,0
ZKBT-AoD-20,,Lic. 20 equipos BioTime,ZKTECO,"873,60","1135,68","1306,03",21,0,0,0,0,0,0,0
ZKBT-AoD-50,,Lic. 50 equipos BioTime,ZKTECO,"2038,40","2649,92","3047,41",21,0,0,0,0,0,0,0
ADMS-AEWD,,Licencia ADMS Equipos,ZKTECO,"22,91","29,81","34,28",21,0,0,0,0,0,0,0
ZKBioCV-ELE-ONLINE-S1,,Licencia EC10 Elevadores,ZKTECO,"136,36","177,45","229,95",21,0,0,0,0,0,0,0
ZKBA-PN-S1,,Licencia por usuario adic,ZKTECO,"21,84","28,39","32,65",21,0,0,0,0,0,0,0
ZK-Reset,,Reset de Licencia ZKTeco,ZKTECO,"113,22","147,22","148,24",21,0,0,0,1,0,0,1
ZKBioCV-TA-P10,,TA 10 Puertas,ZKTECO,"849,65","1149,75","1572,90",21,0,0,0,0,0,0,0
ZKBioCV-TA-P100,,TA 100 Puertas,ZKTECO,"2832,16","3885,00","5247,90",21,0,0,0,0,0,0,0
ZKBioCV-TA-P25,,TA 25 Puertas,ZKTECO,"1416,08","1916,25","2517,90",21,0,0,0,0,0,0,0
ZKBioCV-TA-P5,,TA 5 Puertas,ZKTECO,"576,92","787,50","1068,90",21,0,0,0,0,0,0,0
ZKBioCV-TA-P50,,TA 50 Puertas,ZKTECO,"2124,12","2871,75","3756,90",21,0,0,0,0,0,0,0
ZKBioCV-TA-P75,,TA 75 Puertas,ZKTECO,"2517,48","3412,50","4512,90",21,0,0,0,0,0,0,0
SER-43,,Upgrade Funcion Printer,ZKTECO,"0,00","15,00","15,00",21,0,0,0,0,0,0,0
ZK-UPG,,Upgrade Licencia,ZKTECO,"28,31","36,81","37,83","10,5",0,0,0,0,0,0,0
ProFaceX-UPG,,Upgrade ProFaceX Huellas,ZKTECO,"166,96","197,32","236,78",21,0,0,0,0,0,0,0
WDMS-P50,,WDMS 50 Equipos,ZKTECO,"0,00","0,00","0,00",21,0,0,0,0,0,0,0
ZK-WDMS-Dev-P1000,,WDMS Software ZKTeco,ZKTECO,"8736,00","11356,00","13060,00",21,0,0,0,0,0,0,0
,,,,,,,,,,,,,,
SOFTWARE,,DIGIFORT,,,,,,,,,,,,
Código,Imagen Ref.,Descripción,Marca,Partner,Gremio,PMP,IVA %,Stk G. Rodriguez,Stk Ituzaingó,Stk Beccar,Stk Lanús,Stk Mendoza,Stk Almagro,Total
DGFDA0108V1,,Dashboard Aforo 8ch,DIGIFORT,"1280,50","1665,00","1665,00",21,0,0,0,0,0,0,0
DGFEX1104V7,,DFG - Explorer 4Ch,DIGIFORT,"137,39","178,61","178,61",21,0,0,0,0,0,0,0
DGFEN4104V7,,DFG Analitico Borde 4Ch,DIGIFORT,"1224,29","1591,58","1591,58",21,0,0,0,0,0,0,0
DGFPR3104V7,,DFG Analitico Borde 4Ch,DIGIFORT,"245,37","318,98","318,98",21,0,0,0,0,0,0,0
DGFAP1116V1,,DFG Analitico Pro 16Ch,DIGIFORT,"1853,49","2409,54","2409,54",21,0,0,0,0,0,0,0
DGFAP1101V1,,DFG Analitico Pro 1Ch,DIGIFORT,"648,96","843,65","843,65",21,0,0,0,0,0,0,0
DGFEN1116V7,,DFG Enterprise 16Ch,DIGIFORT,"2111,42","2744,85","2744,85",21,1,0,0,0,0,0,1
DGFEN1102V7,,DFG Enterprise 2Ch,DIGIFORT,"333,47","433,51","433,51",21,0,0,0,0,0,0,0
DGFAP1102V1,,DGF - Analitico Pro 2Ch,DIGIFORT,"843,65","1096,74","1096,74",21,0,0,0,0,0,0,0
DGFAP1104V1,,DGF - Analitico Pro 4Ch,DIGIFORT,"1096,74","1425,77","1425,77",21,0,0,0,0,0,0,0
DGFAP1108V1,,DGF - Analitico Pro 8Ch,DIGIFORT,"1425,77","1853,49","1853,49",21,0,0,0,0,0,0,0
DGFEN1132V7,,DGF - Enterprise 32Ch,DIGIFORT,"3906,13","5077,96","5077,96",21,0,0,0,0,0,0,0
DGFEN1104V7,,DGF - Enterprise 4Ch,DIGIFORT,"616,92","802,00","802,00",21,0,0,0,0,0,0,0
DGFEN1108V7,,DGF - Enterprise 8Ch,DIGIFORT,"1141,31","1483,70","1483,70",21,1,0,0,0,0,0,1
DGFEX1102V7,,DGF - Explorer 2Ch,DIGIFORT,"78,51","102,06","102,06",21,0,0,0,0,0,0,0
DGFFE1102V7,,DGF - Failover 2Ch,DIGIFORT,"212,20","275,87","275,87",21,0,0,0,0,0,0,0
DGFFE1132V7,,DGF - Failover 32Ch,DIGIFORT,"2485,65","3231,35","3231,35",21,0,0,0,0,0,0,0
DGFFE1104V7,,DGF - Failover 4Ch,DIGIFORT,"392,58","510,35","510,35",21,0,0,0,0,0,0,0
DGFFE1008V7,,DGF - Failover Base,DIGIFORT,"1147,05","1491,16","1491,16",21,0,0,0,0,0,0,0
DGFPR4108V7,,DGF - LPR Borde 8Ch,DIGIFORT,"2203,73","2864,85","2864,85",21,0,0,0,0,0,0,0
DGFPR1008V7,,DGF - Professional Base,DIGIFORT,"1277,24","1660,41","1660,41",21,0,0,1,0,0,0,1
DGFST1104V7,,DGF - Standard 4Ch,DIGIFORT,"304,02","395,23","395,23",21,0,0,0,0,0,0,0
DGFSC1001V1,,DGF AC 1 Puerta,DIGIFORT,"54,60","70,98","70,98",21,0,0,0,0,0,0,0
DGFUPAUAP1116V1,,DGF Analitico 16Ch,DIGIFORT,"1004,45","1305,78","1305,78",21,0,0,0,0,0,0,0
DGFUPAUAP1108V1,,DGF Analitico 8Ch,DIGIFORT,"832,07","1081,68","1081,68",21,0,0,0,0,0,0,0
DGFAN1000V7,,DGF Analitico Base,DIGIFORT,"1300,00","1690,00","1690,00",21,0,0,0,0,0,0,0
DGFPR3116V7,,DGF Analitico Borde 16Ch,DIGIFORT,"839,77","1091,70","1091,70",21,0,0,0,0,0,0,0
DGFPR3101V7,,DGF Analitico Borde 1Ch,DIGIFORT,"66,32","86,21","86,21",21,0,0,0,0,0,0,0
DGFPR3102V7,,DGF Analitico Borde 2Ch,DIGIFORT,"132,63","172,42","172,42",21,0,0,0,0,0,0,0
DGFPR3132V7,,DGF Analitico Borde 32Ch,DIGIFORT,"1553,57","2019,65","2019,65",21,0,0,0,0,0,0,0
DGFEN3164V7,,DGF Analitico Borde 64Ch,DIGIFORT,"2874,11","3736,34","3736,34",21,0,0,0,0,0,0,0
DGFPR3108V7,,DGF Analitico Borde 8Ch,DIGIFORT,"453,93","590,11","590,11",21,0,0,0,0,0,0,0
DGFAN1104V1,,DGF Analítico Upgrade,DIGIFORT,"2560,65","3328,85","3328,85",21,0,0,0,0,0,0,0
