,,,https://www.bigdipper.com.ar,,,info@bigdipper.com.ar,,,,,,,,
"Lista de precios a la fecha: 25/11/2025 -- Precios unitarios expresados en dólares estadounidenses, sin IVA",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
ACCESORIOS,,RACKS,,,,,,,,,,,,
Código,Imagen Ref.,Descripción,Marca,Partner,Gremio,PMP,IVA %,Stk G. Rodriguez,Stk Ituzaingó,Stk Beccar,Stk Lanús,Stk Mendoza,Stk Almagro,Total
CTV-10T,,10 Tomacorrientes Rack,GENROD,"89,62","100,47","114,84",21,0,4,0,0,0,0,4
CTH19-1U5TCP,,5 Tomacorrientes Rack,GENROD,"65,25","73,15","83,60",21,0,0,0,0,0,0,0
CTH19-1U5TC,,5 Tomacorrientes Rack,GENROD,"42,35","47,46","54,25",21,0,0,0,0,0,0,0
AOC-1U,,Anilla ordenador de cable,GENROD,"1,64","1,84","2,09",21,18,0,1,0,0,0,19
AOC-2U,,Anilla ordenador de cable,GENROD,"2,09","2,34","2,69",21,17,0,0,0,0,0,17
BFV19-2U300,,Bandeja 19 pulgadas 2RU 3,GENROD,"28,68","32,14","36,73",21,0,1,0,0,0,0,1
GLC-BAN-DES-001,,BANDEJA DESLIZABLE 1UN X ,GLC,"39,00","45,00","45,00",21,3,0,0,0,0,0,3
BF19-1U300,,Bandeja fija 19 pulgadas ,GENROD,"20,95","23,48","26,84",21,0,1,0,0,0,0,1
BFV19-1U300,,Bandeja fija ventilada 19,GENROD,"23,16","25,97","29,67",21,0,0,0,0,0,0,0
GLC-BAND-FIJA-001,,BANDEJA P/RACK FIJA LIVIA,GLC,"14,00","16,00","16,14",21,7,0,0,0,0,2,9
GLC-BAND-FIJA-002,,BANDEJA P/RACK FIJA LIVIA,GLC,"36,00","42,00","42,00",21,19,0,0,0,0,0,19
FC19-2U,,Frente ciego 19 pulgadas ,GENROD,"8,24","8,25","8,25",21,9,0,0,0,0,0,9
FC19-1U,,Frente ciego 19 pulgadas ,GENROD,"6,97","6,98","6,98",21,10,0,0,0,0,0,10
FV19-2U,,"Frente ventilado 19"" x 2U",GENROD,"8,82","9,89","11,32",21,8,0,0,0,0,0,8
KTT20,,Kit de 20 juegos de torni,GENROD,"16,49","18,48","21,13",21,13,0,0,0,0,0,13
MR19-12U460,,Mini Rack 12RU x 460mm de,GENROD,"181,69","203,69","232,78",21,0,0,0,0,0,0,0
MR19-6U460,,Mini Rack 6RU x 460mm de ,GENROD,"142,61","159,87","182,71",21,0,0,0,0,0,0,0
MR19-9U460,,Mini Rack 9RU x 460mm de ,GENROD,"161,51","181,07","206,94",21,0,0,1,0,0,0,1
OCC19-1U,,"Organizador de cables 19""",GENROD,"10,93","12,24","13,99",21,0,0,0,0,0,0,0
OCV19-1U,,"Organizador de cables 19""",GENROD,"11,47","12,86","14,69",21,0,0,0,0,0,0,0
OCT19-1U,,"Organizador de cables 19""",GENROD,"18,55","20,78","23,75",21,0,0,0,0,0,0,0
OCLR-1U,,Organizador de cables lat,GENROD,"22,51","25,22","28,83",21,0,0,0,0,0,0,0
R-1028,,PANEL CIEGO 4U 19 GLC,GLC,"14,55","14,55","16,23",21,4,0,0,0,0,0,4
P20U-VN,,Puerta 19'' para Rack 20R,GENROD,"120,15","134,69","153,95",21,0,1,0,0,0,0,1
GLC-RACKP-40U-600,,RACK 19 600 40P CRISTAL,GLC,"507,00","507,00","565,00",21,1,0,0,0,0,0,1
GLC-RACKAB-20U,,RACK ABIERTO DE 20 U,GLC,"117,00","134,00","134,56",21,0,0,0,0,0,0,0
RDP19-20U600,,Rack de Pie 20RU x 600mm ,GENROD,"588,60","659,90","754,16",21,0,0,0,0,0,0,0
RDP19-40U800,,Rack de Pie 40RU x 600mm ,GENROD,"911,76","1022,19","1168,21",21,0,0,0,0,0,0,0
ZK-R12U-5412A,,Rack de red de 12U,ZKTECO,"57,00","65,00","65,00","10,5",77,0,0,0,0,2,79
ZK-R4U-5404A,,Rack de red de 4U,ZKTECO,"32,00","36,00","38,00","10,5",196,0,0,0,0,2,198
ZK-R6U-5406A,,Rack de red de 6U,ZKTECO,"42,00","49,00","49,00","10,5",108,0,0,0,0,2,110
DS-XS6404-S-B,,Rack mural 19 pulgadas Hi,HIKVISION,"0,00","0,00","0,00",21,1,0,0,0,0,0,1
GLC-MURAL-3U370,,Rack Mural CCTV 3U x 370m,GLC,"51,69","59,00","59,42",21,12,0,0,1,0,1,14
GLC-MURAL-5U370,,RACK MURAL CCTV 5U - 370M,GLC,"61,86","71,00","71,10",21,9,0,0,0,1,0,10
GLC-MURAL-6U500,,Rack Mural de pared 6U x ,GLC,"94,96","109,00","109,15",21,2,0,0,0,0,1,3
QTT50,,Tornillos por 50u,QUALITY TECH,"11,46","11,47","12,79",21,9,18,0,0,0,0,27
,,,,,,,,,,,,,,
ACCESORIOS,,MODULOS,,,,,,,,,,,,
Código,Imagen Ref.,Descripción,Marca,Partner,Gremio,PMP,IVA %,Stk G. Rodriguez,Stk Ituzaingó,Stk Beccar,Stk Lanús,Stk Mendoza,Stk Almagro,Total
CY-PT01-X540,,10Gb RJ45 PCI-E,CYGNUS,"115,00","115,00","115,00",21,17,0,0,0,0,2,19
CY-S25GPCIE,,2.5Gbps RJ45 PCI-E,CYGNUS,"17,50","20,00","22,00",21,95,0,0,0,0,4,99
CY-PT02-X540,,2x10Gb RJ45 PCI-E,CYGNUS,"115,00","115,00","115,00",21,17,0,0,0,0,2,19
CY-PT02-82599-F,,2x10Gb SFP PCI-E,CYGNUS,"137,00","137,00","137,00","10,5",19,0,0,0,0,0,19
,,,,,,,,,,,,,,
ACCESORIOS,,RADAR,,,,,,,,,,,,
Código,Imagen Ref.,Descripción,Marca,Partner,Gremio,PMP,IVA %,Stk G. Rodriguez,Stk Ituzaingó,Stk Beccar,Stk Lanús,Stk Mendoza,Stk Almagro,Total
DS-TDSB0G-FK-120m,,120m Security Radar HIK,HIKVISION,"3150,00","4379,00","5473,00",21,6,0,0,0,0,0,6
DS-TDSB0G-FK-500m,,500m Security Radar HIK,HIKVISION,"9001,00","12511,00","15638,00",21,4,0,0,0,0,0,4
DS-TDSB0G-FK-60m,,60m Security Radar,HIKVISION,"1471,00","2045,00","2556,00",21,5,0,0,0,0,0,5
DS-TDSB00-EKH-POE-2m,,Auxiliary Care Radar 2m,HIKVISION,"258,00","359,00","448,00",21,7,0,0,0,0,0,7
DS-TDSB00-EKT-POE-4m,,Fall Detection Radar 4m,HIKVISION,"258,00","359,00","448,00",21,7,0,0,0,0,0,7
,,,,,,,,,,,,,,
ACCESORIOS,,DISCOS,,,,,,,,,,,,
Código,Imagen Ref.,Descripción,Marca,Partner,Gremio,PMP,IVA %,Stk G. Rodriguez,Stk Ituzaingó,Stk Beccar,Stk Lanús,Stk Mendoza,Stk Almagro,Total
HS-USB-M200-128GB,,128GB CLASSIC series USB,HIKSEMI,"6,80","8,00","9,30",21,804,45,0,28,0,26,903
HS-USB-E307C-128GB-U3,,128GB Dual Slim series US,HIKSEMI,"10,20","11,90","13,90",21,859,9,0,7,7,19,901
CY-SSD-1024G,,1TB SSD SATA 2.5 CY,CYGNUS,"74,00","75,00","77,00","10,5",443,0,5,0,14,20,482
SSD-C800AS1TB,,1TB SSD SATA 2.5 Dahua,DAHUA,"45,00","46,61","46,61","10,5",0,0,0,41,1,0,42
HS-V300X-1TB,,1TB Video Surveillance SS,HIKSEMI,"57,00","66,50","79,00","10,5",2,0,0,0,0,0,2
CY-SSD-256G,,256G SSD SATA 2.5 CY,CYGNUS,"19,80","20,00","20,00","10,5",978,0,3,36,32,15,1064
HS-USB-E307C-256GB-U3,,256GB Dual Slim series US,HIKSEMI,"20,80","24,30","28,50",21,403,4,0,6,10,19,442
HS-USB-E327C-256GB-U3-SILVER,,256GB SYNC series USB,HIKSEMI,"23,60","27,50","33,00",21,432,19,0,0,10,20,481
SSD-C800AS480G,,480GB SSD SATA DAHUA,DAHUA,"31,25","33,00","33,00","10,5",80,72,0,10,9,0,171
HS-V300X-500GB,,500GB SSD Video HikSemi,HIKSEMI,"30,18","30,18","30,18","10,5",8,0,0,0,0,0,8
CY-SSD-512G,,512G SSD SATA 2.5,CYGNUS,"39,90","36,00","39,00","10,5",2386,0,4,50,3,22,2465
HS-USB-M200-64GB,,64GB CLASSIC series USB,HIKSEMI,"4,23","4,80","6,60",21,826,4,0,23,0,40,893
HS-USB-E307C-64GB-U3,,64GB Dual Slim series USB,HIKSEMI,"6,50","7,60","8,90",21,868,13,0,3,10,20,914
HS-USB-E327C-64GB-U3-SILVER,,64GB SYNC series USB,HIKSEMI,"6,40","7,50","8,70",21,708,17,0,0,4,20,749
HD12TB-P-I,,HDD 12Tb WD Purple,WD,"340,00","420,00","490,00","10,5",562,6,5,0,3,28,604
HD12TB-R-I,,HDD 12TB WD RED,WD,"418,00","468,00","490,00","10,5",0,8,0,0,0,0,8
HD14TB-P-I,,HDD 14TB WD Purple,WD,"455,00","520,00","580,00","10,5",1,0,0,0,2,2,5
HD16TB-TO-E,,HDD 16TB Enterpr Toshiba,TOSHIBA,"363,00","380,00","490,00","10,5",299,0,0,0,0,1,300
HD16TB-WD-E,,HDD 16TB WD Data Center,WD,"402,00","460,00","520,00","10,5",1,4,0,0,0,3,8
HD18TB-P-I,,HDD 18TB WD Purple,WD,"445,00","475,00","490,00","10,5",173,0,1,0,2,1,177
HD1TB-P-I,,HDD 1TB WD Purple,WD,"44,00","44,00","44,00","10,5",3,0,3,25,4,1,36
HD20TB-TO-E,,HDD 20TB Enteprise TB,TOSHIBA,"520,00","590,00","720,00","10,5",4,2,0,0,0,5,11
ST2000VX017,,Hdd 2Tb Skyhawk OUTLET,SEAGATE,"76,00","76,00","76,00",21,79,0,0,4,6,0,89
HD02TB-TO-S,,HDD 2TB Surveilllance,TOSHIBA,"52,00","52,00","52,00","10,5",3696,20,3,24,9,44,3796
HD2TB-P-I,,HDD 2TB WD Purple,WD,"52,00","53,00","53,00","10,5",3,14,4,15,12,3,51
HD04TB-TO-S,,HDD 4TB Surveillance TB,TOSHIBA,"110,00","140,00","159,00","10,5",93,5,1,0,1,14,114
HD4TB-P-I,,HDD 4TB WD Purple,WD,"117,82","128,53","141,39","10,5",373,20,0,12,0,24,429
HD08TB-TO-E,,HDD 8TB Enterpr Toshiba,TOSHIBA,"214,00","242,00","297,00","10,5",398,0,0,0,0,4,402
HD8TB-P-I,,HDD 8Tb WD Purple,WD,"226,00","264,00","310,00","10,5",338,0,0,4,1,4,347
HD08TB-WD-E,,HDD 8TB WD Ultrastar,WD,"226,00","264,00","310,00","10,5",178,4,0,0,15,11,208
HD10TB-R-I,,HDD NAS 10TB WD RED Plus,WD,"358,00","402,00","460,00","10,5",0,0,0,0,0,0,0
HD14TB-R-I,,HDD NAS 14TB WD Red Plus,WD,"387,00","410,00","480,00","10,5",226,0,0,0,0,6,232
TF-C100-128GB,,Micro SD 128GB Dahua,DAHUA,"8,80","8,80","8,80",21,79,0,0,193,1,61,334
IM-ST2-128-S1,,Micro SD 128gb Imou,IMOU,"7,20","9,40","12,00",21,0,0,0,3,0,51,54
IM-ST2-1024-S1,,Micro SD 1TB OUTLET,IMOU,"79,00","79,00","89,00","10,5",80,208,0,0,0,10,298
TF-C100-256GB,,Micro SD 256GB Dahua,DAHUA,"22,00","22,00","22,00",21,0,1,0,21,17,1,40
IM-ST2-256-S1,,Micro SD 256gb Imou,IMOU,"20,00","26,52","29,17",21,113,3,3,25,16,16,176
AE-MW3TF1-TLC-64G-B,,Micro SD 64gb Hikvision,HIKVISION,"20,90","34,00","42,00",21,1,0,0,0,0,0,1
IM-ST2-64-S1,,Micro SD 64Gb Imou,IMOU,"3,56","4,80","5,90",21,0,0,0,0,2,0,2
HS-TF-E1-128GB,,MicroSD 128GB Hiksemi,HIKSEMI,"9,06","11,00","12,90","10,5",0,0,0,0,0,49,49
HS-TF-C1-128GB,,MicroSD 128GB Hiksemi,HIKSEMI,"6,90","7,40","8,70","10,5",0,0,0,0,0,1,1
HS-TF-E3-128GB,,MicroSD 128GB Hiksemi,HIKSEMI,"13,20","14,90","16,50","10,5",46,0,0,0,0,20,66
HS-TF-E3-256GB,,MicroSD 256GB CAPTURE ser,HIKSEMI,"22,52","24,50","28,70","10,5",0,4,0,3,2,15,24
