,,,https://www.bigdipper.com.ar,,,info@bigdipper.com.ar,,,,,,,,
"Lista de precios a la fecha: 25/11/2025 -- Precios unitarios expresados en dólares estadounidenses, sin IVA",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
GESTION,,CONTROLADOR,,,,,,,,,,,,
Código,Imagen Ref.,Descripción,Marca,Partner,Gremio,PMP,IVA %,Stk G. Rodriguez,Stk Ituzaingó,Stk Beccar,Stk Lanús,Stk Mendoza,Stk Almagro,Total
ITRTSC-036B-HS,,Controlador de semaforos,DAHUA,"4130,00","4130,00","4130,00",21,2,0,0,0,0,0,2
,,,,,,,,,,,,,,
GESTION,,SERVIDORES VMS,,,,,,,,,,,,
Código,Imagen Ref.,Descripción,Marca,Partner,Gremio,PMP,IVA %,Stk G. Rodriguez,Stk Ituzaingó,Stk Beccar,Stk Lanús,Stk Mendoza,Stk Almagro,Total
DSS7016DR-M,,Dahua Control Management ,DAHUA,"700,00","700,00","700,00",21,0,0,0,0,0,0,0
DS-VD22D-BHW2-B,,Server DualSocket Rack,HIKVISION,"10331,50","13158,30","17544,40",21,0,0,0,0,0,0,0
SIMOC-500,,VMS Server Cygnus,CYGNUS,"1220,24","1744,95","1946,29",21,1,0,0,0,0,0,1
HikCentral-Workstation-64,,VMS Server Hikvision,HIKVISION,"3279,70","4275,30","5700,50",21,1,0,0,0,0,0,1
,,,,,,,,,,,,,,
GESTION,,OUTLET,,,,,,,,,,,,
Código,Imagen Ref.,Descripción,Marca,Partner,Gremio,PMP,IVA %,Stk G. Rodriguez,Stk Ituzaingó,Stk Beccar,Stk Lanús,Stk Mendoza,Stk Almagro,Total
NVS0104DH-4K,,Decoder 64Ch max 1xHDMI/v,DAHUA,"45,00","45,00","45,00","10,5",0,1,0,0,0,0,1
,,,,,,,,,,,,,,
GESTION,,DISPLAY,,,,,,,,,,,,
Código,Imagen Ref.,Descripción,Marca,Partner,Gremio,PMP,IVA %,Stk G. Rodriguez,Stk Ituzaingó,Stk Beccar,Stk Lanús,Stk Mendoza,Stk Almagro,Total
IPMPGI-1031,,Indoor Guidance Screen,DAHUA,"59,00","59,00","59,00",21,1,0,0,0,0,0,1
ZD27-2K,,"Monitor FHD 27""",ZKTECO,"134,64","175,02","176,04",21,9,29,0,0,0,0,38
ZD22-2K,,"Monitor LED FHD 22""",ZKTECO,"91,80","119,34","120,36",21,0,251,0,0,0,9,260
DS-D4215MI-070H-B,,P1.5 Banner Display LED,HIKVISION,"6564,00","8359,00","11610,00",21,9,0,0,0,0,0,9
,,,,,,,,,,,,,,
GESTION,,DECODERS,,,,,,,,,,,,
Código,Imagen Ref.,Descripción,Marca,Partner,Gremio,PMP,IVA %,Stk G. Rodriguez,Stk Ituzaingó,Stk Beccar,Stk Lanús,Stk Mendoza,Stk Almagro,Total
