,,,https://www.bigdipper.com.ar,,,info@bigdipper.com.ar,,,,,,,,
"Lista de precios a la fecha: 25/11/2025 -- Precios unitarios expresados en dólares estadounidenses, sin IVA",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
CONTROL DE ACCESO,,HIK ACCESO,,,,,,,,,,,,
Código,Imagen Ref.,Descripción,Marca,Partner,Gremio,PMP,IVA %,Stk G. Rodriguez,Stk Ituzaingó,Stk Beccar,Stk Lanús,Stk Mendoza,Stk Almagro,Total
DS-K2812,,2 Door Access Controller,HIKVISION,"119,00","168,00","196,00","10,5",22,0,0,0,0,2,24
DS-K2602T-MB,,2 Door Access Controller ,HIKVISION,"91,00","134,00","168,00","10,5",4,0,0,0,0,1,5
DS-K2602T,,2 Door Pro Access Control,HIKVISION,"171,00","253,00","316,00","10,5",2,0,0,0,0,0,2
DS-K2622X,,2 Door Pro Series Access,HIKVISION,"186,00","300,00","374,00","10,5",20,0,0,0,0,1,21
DS-K2622X-P,,2 Door Pro Series Access,HIKVISION,"99,00","159,00","199,00","10,5",10,0,0,0,0,0,10
DS-K2814,,4 Door Access Controller ,HIKVISION,"134,00","190,00","221,00","10,5",21,0,0,0,0,2,23
DS-K2604T-MB,,4 Door Access Controller,HIKVISION,"106,00","157,00","195,00","10,5",2,0,0,0,0,1,3
DS-K2604T,,4 Door Pro Series Access ,HIKVISION,"213,00","314,00","393,00","10,5",4,0,0,0,0,9,13
DS-K2624X,,4 Door Pro Series Access,HIKVISION,"231,00","371,00","464,00","10,5",31,0,0,0,0,0,31
DS-K2624X-P,,4 Door Pro Series Access,HIKVISION,"116,00","187,00","234,00","10,5",20,0,0,0,0,0,20
DS-K2708X,,8 Door Access Controller ,HIKVISION,"763,00","972,00","1350,00",21,2,0,0,0,0,0,2
DS-K1T320MFWX,,Access Control Face/FP,HIKVISION,"84,00","120,00","136,00","10,5",0,0,0,1,5,2,8
DS-TMG300-DR,,Barrera c/ brazo 3mts,HIKVISION,"567,00","872,00","1014,00",21,11,0,0,0,0,0,11
DS-TMG300-DR-A-B,,Barrera c/boom 4mts LED,HIKVISION,"706,00","1085,00","1262,00",21,13,0,0,0,0,0,13
DS-K1T502DBFWX-C,,Control Acceso SIP,HIKVISION,"167,00","237,00","277,00","10,5",33,0,0,0,2,1,36
DS-K1T343MFWX,,Control Acceso Value,HIKVISION,"142,00","229,00","286,00",21,0,0,0,0,0,0,0
DS-TMG035-TRIGGER,,Entrance & Exit Radar,HIKVISION,"236,00","381,00","476,00",21,31,0,0,0,0,0,31
DS-K7P03,,Exit Button No Touch,HIKVISION,"11,90","16,10","19,00",21,1,0,0,0,0,0,1
DS-K1T343MWX,,Face Access Terminal HIK,HIKVISION,"125,00","201,00","251,00","10,5",80,0,0,0,6,5,91
DS-K1T670MFWX,,Face Rec Terminal,HIKVISION,"338,00","545,00","680,00","10,5",0,0,0,0,0,0,0
DS-K1T670MWX-QR,,Face Recognition & QR,HIKVISION,"338,00","545,00","680,00",21,1,0,0,0,0,0,1
DS-K1T344MBWX-E1,,Face Recognition Terminal,HIKVISION,"195,00","314,00","392,00","10,5",19,0,0,0,1,4,24
DS-K1T673TDWX,,Face Recognition Terminal,HIKVISION,"947,00","1206,00","1676,00",21,42,0,0,0,1,0,43
DS-K1T321MFWX,,Face recognition terminal,HIKVISION,"91,00","131,00","148,00","10,5",52,0,0,0,0,8,60
DS-K1T342MFWX,,Face Recognition Terminal,HIKVISION,"176,00","284,00","355,00","10,5",0,0,0,0,0,0,0
DS-K1T323MBFWX-E1,,Face&FP Terminal E1,HIKVISION,"119,00","175,00","219,00","10,5",190,0,0,0,0,2,192
DS-K1T323MBWX-QRE1,,Face&QR Terminal,HIKVISION,"116,00","171,00","213,00","10,5",197,0,0,0,0,3,200
DS-K1T805MBFWX,,Fingerprint AccessControl,HIKVISION,"99,00","141,00","165,00",21,0,0,0,0,0,0,0
DS-K1T804AMF,,Fingerprint AccessControl,HIKVISION,"73,00","103,00","121,00","10,5",16,7,0,1,3,2,29
DS-K1201AMF,,Fingerprint Reader,HIKVISION,"59,00","95,00","119,00",21,0,0,0,0,0,0,0
DS-K1T981MF,,Iris Recognition Terminal,HIKVISION,"1917,00","2442,00","3391,00","10,5",1,0,0,0,0,0,1
DS-K1109DKFB-QR,,Lector esclavo QR/FP,HIKVISION,"98,00","144,00","180,00",21,0,0,0,0,0,0,0
DS-K1107AM,,MiFare Card Reader,HIKVISION,"20,00","28,30","33,00",21,24,0,0,0,0,2,26
DS-K1107AMK,,MiFare Card Reader,HIKVISION,"25,90","37,00","43,00",21,2,0,0,0,0,0,2
DS-K1109DKB,,MiFare Card Reader,HIKVISION,"61,00","90,00","113,00",21,17,0,0,2,0,3,22
DS-K1T681DBWX,,Modular Face Recognition ,HIKVISION,"1207,00","1537,00","2134,00","10,5",0,0,0,0,0,0,0
DS-KAB673-BQR,,Módulo BT/QR Hikvision,HIKVISION,"66,00","94,00","109,00",21,2,0,0,0,0,0,2
DS-KAB673-FB,,Módulo FP/BT Hikvision,HIKVISION,"66,00","94,00","109,00",21,2,0,0,0,0,0,2
DS-KAB673-FBQR,,Módulo FP/BT/QR Hikvision,HIKVISION,"87,00","123,00","144,00",21,0,0,0,0,0,0,0
DS-KAB670-WB,,Módulo para DS-K1T670,HIKVISION,"69,00","98,00","114,00",21,1,0,0,0,0,0,1
DS-KAB681-QRF,,Módulo QR/FP Hikvision,HIKVISION,"130,00","184,00","215,00",21,1,0,0,0,0,0,1
DS-K1T342MFX-E1,,Multi-Biometric Access,HIKVISION,"182,00","294,00","367,00","10,5",0,0,0,0,1,0,1
DS-K1T342MFWX-E1,,Multibiometric Access,HIKVISION,"184,00","296,00","371,00","10,5",15,0,0,0,0,2,17
DS-KAB673-WBQR,,Peripheral Module QR 433 ,HIKVISION,"80,00","113,00","131,00",21,17,0,0,0,0,1,18
DS-K1T673DWX,,Pro Series Face Access,HIKVISION,"523,00","666,00","924,00","10,5",13,0,0,0,0,2,15
DS-K3B220X-L-M-Dp65,,Value Swing Barrier,HIKVISION,"962,00","1363,00","1591,00","10,5",0,0,0,0,0,0,0
DS-K3B220X-M-M-Dp65,,Value Swing Barrier,HIKVISION,"1408,00","1995,00","2328,00","10,5",0,0,0,0,0,0,0
DS-K3B220X-R-M-Dp65,,Value Swing Barrier,HIKVISION,"962,00","1363,00","1591,00","10,5",0,0,0,0,0,0,0
DS-K1104M,,Vandal-proof Card Reader ,HIKVISION,"41,70","59,00","69,00",21,54,0,0,0,0,2,56
DS-K1104MK,,Vandal-proof Reader w/Key,HIKVISION,"52,00","73,00","86,00",21,32,0,0,0,0,1,33
,,,,,,,,,,,,,,
CONTROL DE ACCESO,,ZK ACCESO,,,,,,,,,,,,
Código,Imagen Ref.,Descripción,Marca,Partner,Gremio,PMP,IVA %,Stk G. Rodriguez,Stk Ituzaingó,Stk Beccar,Stk Lanús,Stk Mendoza,Stk Almagro,Total
SpeedFace-V4L-Pro-QR,,AC & TA Terminal,ZKTECO,"302,00","393,00","471,00","10,5",100,0,0,0,0,0,100
Speedface-V3L-Lite,,AC & TA Terminal,ZKTECO,"168,80","219,50","263,40","10,5",99,0,0,0,0,0,99
MK-V-IC,,Acceso autonomo ZKTeco,ZKTECO,"36,00","46,80","52,00",21,331,0,0,0,0,13,344
SpeedFace-V5L-ID-ZAM230,,Biometric Access Control,ZKTECO,"0,00","0,00","0,00","10,5",200,0,0,0,0,0,200
PROFACEX-P,,Control Acceso Biometrico,ZKTECO,"931,80","1211,00","1453,00","10,5",90,0,0,0,0,0,90
X8-BT,,Control Acceso Biometrico,ZKTECO,"59,67","77,61","78,63",21,1,2,0,0,0,1,4
SpeedFace V5L ZAM180,,Control Acceso Biometrico,ZKTECO,"428,00","556,00","668,00",21,5,0,0,0,0,0,5
SenseFace 7A,,Control Acceso Biometrico,ZKTECO,"352,00","458,00","550,00","10,5",105,4,0,0,0,4,113
SenseFace 2A,,Control Acceso Biometrico,ZKTECO,"104,70","136,20","115,00",21,0,0,0,0,0,0,0
SenseFace 4A,,Control Acceso Biometrico,ZKTECO,"251,00","327,00","393,00","10,5",78,3,0,0,0,4,85
F16,,Control Acceso F16,ZKTECO,"55,08","71,57","72,59",21,30,4,0,0,0,1,35
FaceDepot-7BL-CH,,Control Acceso Facial,ZKTECO,"190,00","190,00","358,00","10,5",11,10,0,0,0,2,23
SpeedFace-V5(WIFI),,Control Acceso Facial,ZKTECO,"323,60","420,67","421,69",21,1,0,0,0,0,0,1
ProFaceX-CH (EXTERIOR),,Control Acceso Facial,ZKTECO,"537,03","698,11","699,13",21,50,0,0,0,0,0,50
ProFaceX,,Control Acceso Facial,ZKTECO,"931,00","1211,00","1453,00",21,12,2,1,0,0,0,15
ELITE-ACCESS,,Control Acceso Facial,ZKTECO,"604,86","786,34","787,36",21,6,1,0,0,0,0,7
SpeedFace-V4L Pro-RFID,,Control Acceso Facial,ZKTECO,"251,90","327,50","393,00","10,5",137,3,0,0,0,0,140
SpeedFace-V3L-QR-WiFi,,Control Acceso Facial QR ,ZKTECO,"201,05","215,73","216,75",21,586,8,0,2,0,1,597
MULTIBIO800-H-ID,,Control Acceso Facial/ FP,ZKTECO,"589,51","766,50","918,75",21,1,0,0,0,0,0,1
SpeedFace-V5L-QR,,Control Acceso Facial/QR,ZKTECO,"428,10","556,60","668,00",21,244,3,0,0,0,1,248
F19-ID,,Control Acceso FP,ZKTECO,"179,01","232,73","233,75",21,57,8,0,0,0,1,66
SF400,,Control Acceso FP,ZKTECO,"151,20","196,60","236,00","10,5",32,3,0,0,0,3,38
MK-V-ID,,Control Acceso PIN,ZKTECO,"28,65","37,23","38,25","10,5",195,0,0,1,0,6,202
MK-V-MF,,Control Acceso PIN,ZKTECO,"32,22","41,91","42,93","10,5",0,0,0,1,0,0,1
SC405,,Control Acceso RFID,ZKTECO,"103,28","134,30","135,32",21,0,4,0,0,0,4,8
SA40B-E,,Control Acceso Standalone,ZKTECO,"7,57","9,86","10,88",21,0,0,0,0,1,0,1
ProFaceX-P-CH,,Control Acceso T&A,ZKTECO,"805,55","1047,20","1048,22",21,1,4,0,0,0,0,5
SpeedFace M4,,Control Acceso T&A,ZKTECO,"428,00","556,60","668,00",21,356,4,0,0,0,2,362
SpeedFace V5L WIFI- ZAM180,,Control Acceso ZKTeco,ZKTECO,"435,00","570,00","690,00",21,280,0,0,0,0,4,284
F22-ID-ZLM60,,Control de Acceso F22,ZKTECO,"166,30","216,20","259,50",21,82,6,0,4,0,9,101
